pokemon_name,move_name,learn_method,level,version_group
Normal Forme",Scary Face,machine,0,scarlet-violet
"Deoxys
Normal Forme",Icy Wind,machine,0,scarlet-violet
"Deoxys
Normal Forme",Endure,machine,0,scarlet-violet
"Deoxys
Normal Forme",Sleep Talk,machine,0,scarlet-violet
"Deoxys
Normal Forme",Pain Split,machine,0,scarlet-violet
"Deoxys
Normal Forme",Rain Dance,machine,0,scarlet-violet
"Deoxys
Normal Forme",Sunny Day,machine,0,scarlet-violet
"Deoxys
Normal Forme",Psych Up,machine,0,scarlet-violet
"Deoxys
Normal Forme",Shadow Ball,machine,0,scarlet-violet
"Deoxys
Normal Forme",Future Sight,machine,0,scarlet-violet
"Deoxys
Normal Forme",Facade,machine,0,scarlet-violet
"Deoxys
Normal Forme",Trick,machine,0,scarlet-violet
"Deoxys
Normal Forme",Brick Break,machine,0,scarlet-violet
"Deoxys
Normal Forme",Knock Off,level-up,19,scarlet-violet
"Deoxys
Normal Forme",Knock Off,machine,0,scarlet-violet
"Deoxys
Normal Forme",Skill Swap,level-up,43,scarlet-violet
"Deoxys
Normal Forme",Skill Swap,machine,0,scarlet-violet
"Deoxys
Normal Forme",Imprison,machine,0,scarlet-violet
"Deoxys
Normal Forme",Rock Tomb,machine,0,scarlet-violet
"Deoxys
Normal Forme",Cosmic Power,level-up,55,scarlet-violet
"Deoxys
Normal Forme",Aerial Ace,machine,0,scarlet-violet
"Deoxys
Normal Forme",Calm Mind,machine,0,scarlet-violet
"Deoxys
Normal Forme",Water Pulse,machine,0,scarlet-violet
"Deoxys
Normal Forme",Psycho Boost,level-up,67,scarlet-violet
"Deoxys
Normal Forme",Gravity,level-up,37,scarlet-violet
"Deoxys
Normal Forme",Gravity,machine,0,scarlet-violet
"Deoxys
Normal Forme",Fling,machine,0,scarlet-violet
"Deoxys
Normal Forme",Poison Jab,machine,0,scarlet-violet
"Deoxys
Normal Forme",Dark Pulse,machine,0,scarlet-violet
"Deoxys
Normal Forme",Drain Punch,machine,0,scarlet-violet
"Deoxys
Normal Forme",Focus Blast,machine,0,scarlet-violet
"Deoxys
Normal Forme",Energy Ball,machine,0,scarlet-violet
"Deoxys
Normal Forme",Giga Impact,machine,0,scarlet-violet
"Deoxys
Normal Forme",Nasty Plot,machine,0,scarlet-violet
"Deoxys
Normal Forme",Zen Headbutt,level-up,49,scarlet-violet
"Deoxys
Normal Forme",Zen Headbutt,machine,0,scarlet-violet
"Deoxys
Normal Forme",Flash Cannon,machine,0,scarlet-violet
"Deoxys
Normal Forme",Trick Room,machine,0,scarlet-violet
"Deoxys
Normal Forme",Stealth Rock,machine,0,scarlet-violet
"Deoxys
Normal Forme",Grass Knot,machine,0,scarlet-violet
"Deoxys
Normal Forme",Charge Beam,machine,0,scarlet-violet
"Deoxys
Normal Forme",Psyshock,level-up,25,scarlet-violet
"Deoxys
Normal Forme",Psyshock,machine,0,scarlet-violet
"Deoxys
Normal Forme",Low Sweep,machine,0,scarlet-violet
"Deoxys
Normal Forme",Stored Power,machine,0,scarlet-violet
"Deoxys
Normal Forme",Throat Chop,machine,0,scarlet-violet
"Deoxys
Normal Forme",Psychic Terrain,machine,0,scarlet-violet
"Deoxys
Normal Forme",Stomping Tantrum,machine,0,scarlet-violet
"Deoxys
Normal Forme",Expanding Force,machine,0,scarlet-violet
"Deoxys
Normal Forme",Meteor Beam,machine,0,scarlet-violet
"Deoxys
Normal Forme",Tera Blast,machine,0,scarlet-violet
"Deoxys
Normal Forme",Psychic Noise,machine,0,scarlet-violet
"Deoxys
Attack Forme",Fire Punch,machine,0,scarlet-violet
"Deoxys
Attack Forme",Ice Punch,machine,0,scarlet-violet
"Deoxys
Attack Forme",Thunder Punch,machine,0,scarlet-violet
"Deoxys
Attack Forme",Wrap,level-up,1,scarlet-violet
"Deoxys
Attack Forme",Take Down,machine,0,scarlet-violet
"Deoxys
Attack Forme",Leer,level-up,1,scarlet-violet
"Deoxys
Attack Forme",Ice Beam,machine,0,scarlet-violet
"Deoxys
Attack Forme",Psybeam,machine,0,scarlet-violet
"Deoxys
Attack Forme",Hyper Beam,level-up,73,scarlet-violet
"Deoxys
Attack Forme",Hyper Beam,machine,0,scarlet-violet
"Deoxys
Attack Forme",Low Kick,machine,0,scarlet-violet
"Deoxys
Attack Forme",Solar Beam,machine,0,scarlet-violet
"Deoxys
Attack Forme",Thunderbolt,machine,0,scarlet-violet
"Deoxys
Attack Forme",Thunder Wave,machine,0,scarlet-violet
"Deoxys
Attack Forme",Thunder,machine,0,scarlet-violet
"Deoxys
Attack Forme",Psychic,level-up,31,scarlet-violet
"Deoxys
Attack Forme",Psychic,machine,0,scarlet-violet
"Deoxys
Attack Forme",Agility,machine,0,scarlet-violet
"Deoxys
Attack Forme",Teleport,level-up,13,scarlet-violet
"Deoxys
Attack Forme",Night Shade,level-up,7,scarlet-violet
"Deoxys
Attack Forme",Night Shade,machine,0,scarlet-violet
"Deoxys
Attack Forme",Light Screen,machine,0,scarlet-violet
"Deoxys
Attack Forme",Reflect,machine,0,scarlet-violet
"Deoxys
Attack Forme",Swift,machine,0,scarlet-violet
"Deoxys
Attack Forme",Rest,machine,0,scarlet-violet
"Deoxys
Attack Forme",Rock Slide,machine,0,scarlet-violet
"Deoxys
Attack Forme",Substitute,machine,0,scarlet-violet
"Deoxys
Attack Forme",Protect,machine,0,scarlet-violet
"Deoxys
Attack Forme",Scary Face,machine,0,scarlet-violet
"Deoxys
Attack Forme",Zap Cannon,level-up,61,scarlet-violet
"Deoxys
Attack Forme",Icy Wind,machine,0,scarlet-violet
"Deoxys
Attack Forme",Endure,machine,0,scarlet-violet
"Deoxys
Attack Forme",Sleep Talk,machine,0,scarlet-violet
"Deoxys
Attack Forme",Pain Split,machine,0,scarlet-violet
"Deoxys
Attack Forme",Rain Dance,machine,0,scarlet-violet
"Deoxys
Attack Forme",Sunny Day,machine,0,scarlet-violet
"Deoxys
Attack Forme",Psych Up,machine,0,scarlet-violet
"Deoxys
Attack Forme",Shadow Ball,machine,0,scarlet-violet
"Deoxys
Attack Forme",Future Sight,machine,0,scarlet-violet
"Deoxys
Attack Forme",Facade,machine,0,scarlet-violet
"Deoxys
Attack Forme",Taunt,level-up,19,scarlet-violet
"Deoxys
Attack Forme",Taunt,machine,0,scarlet-violet
"Deoxys
Attack Forme",Trick,machine,0,scarlet-violet
"Deoxys
Attack Forme",Superpower,level-up,37,scarlet-violet
"Deoxys
Attack Forme",Brick Break,machine,0,scarlet-violet
"Deoxys
Attack Forme",Knock Off,machine,0,scarlet-violet
"Deoxys
Attack Forme",Skill Swap,level-up,43,scarlet-violet
"Deoxys
Attack Forme",Skill Swap,machine,0,scarlet-violet
"Deoxys
Attack Forme",Imprison,machine,0,scarlet-violet
"Deoxys
Attack Forme",Rock Tomb,machine,0,scarlet-violet
"Deoxys
Attack Forme",Cosmic Power,level-up,55,scarlet-violet
"Deoxys
Attack Forme",Aerial Ace,machine,0,scarlet-violet
"Deoxys
Attack Forme",Calm Mind,machine,0,scarlet-violet
"Deoxys
Attack Forme",Water Pulse,machine,0,scarlet-violet
"Deoxys
Attack Forme",Psycho Boost,level-up,67,scarlet-violet
"Deoxys
Attack Forme",Gravity,machine,0,scarlet-violet
"Deoxys
Attack Forme",Fling,machine,0,scarlet-violet
"Deoxys
Attack Forme",Poison Jab,machine,0,scarlet-violet
"Deoxys
Attack Forme",Dark Pulse,machine,0,scarlet-violet
"Deoxys
Attack Forme",Drain Punch,machine,0,scarlet-violet
"Deoxys
Attack Forme",Focus Blast,machine,0,scarlet-violet
"Deoxys
Attack Forme",Energy Ball,machine,0,scarlet-violet
"Deoxys
Attack Forme",Giga Impact,machine,0,scarlet-violet
"Deoxys
Attack Forme",Nasty Plot,machine,0,scarlet-violet
"Deoxys
Attack Forme",Zen Headbutt,level-up,49,scarlet-violet
"Deoxys
Attack Forme",Zen Headbutt,machine,0,scarlet-violet
"Deoxys
Attack Forme",Flash Cannon,machine,0,scarlet-violet
"Deoxys
Attack Forme",Trick Room,machine,0,scarlet-violet
"Deoxys
Attack Forme",Stealth Rock,machine,0,scarlet-violet
"Deoxys
Attack Forme",Grass Knot,machine,0,scarlet-violet
"Deoxys
Attack Forme",Charge Beam,machine,0,scarlet-violet
"Deoxys
Attack Forme",Psyshock,level-up,25,scarlet-violet
"Deoxys
Attack Forme",Psyshock,machine,0,scarlet-violet
"Deoxys
Attack Forme",Low Sweep,machine,0,scarlet-violet
"Deoxys
Attack Forme",Stored Power,machine,0,scarlet-violet
"Deoxys
Attack Forme",Throat Chop,machine,0,scarlet-violet
"Deoxys
Attack Forme",Psychic Terrain,machine,0,scarlet-violet
"Deoxys
Attack Forme",Stomping Tantrum,machine,0,scarlet-violet
"Deoxys
Attack Forme",Expanding Force,machine,0,scarlet-violet
"Deoxys
Attack Forme",Meteor Beam,machine,0,scarlet-violet
"Deoxys
Attack Forme",Tera Blast,machine,0,scarlet-violet
"Deoxys
Attack Forme",Psychic Noise,machine,0,scarlet-violet
"Deoxys
Defense Forme",Fire Punch,machine,0,scarlet-violet
"Deoxys
Defense Forme",Ice Punch,machine,0,scarlet-violet
"Deoxys
Defense Forme",Thunder Punch,machine,0,scarlet-violet
"Deoxys
Defense Forme",Wrap,level-up,1,scarlet-violet
"Deoxys
Defense Forme",Take Down,machine,0,scarlet-violet
"Deoxys
Defense Forme",Leer,level-up,1,scarlet-violet
"Deoxys
Defense Forme",Ice Beam,machine,0,scarlet-violet
"Deoxys
Defense Forme",Psybeam,machine,0,scarlet-violet
"Deoxys
Defense Forme",Hyper Beam,machine,0,scarlet-violet
"Deoxys
Defense Forme",Low Kick,machine,0,scarlet-violet
"Deoxys
Defense Forme",Counter,level-up,73,scarlet-violet
"Deoxys
Defense Forme",Solar Beam,machine,0,scarlet-violet
"Deoxys
Defense Forme",Thunderbolt,machine,0,scarlet-violet
"Deoxys
Defense Forme",Thunder Wave,machine,0,scarlet-violet
"Deoxys
Defense Forme",Thunder,machine,0,scarlet-violet
"Deoxys
Defense Forme",Psychic,level-up,31,scarlet-violet
"Deoxys
Defense Forme",Psychic,machine,0,scarlet-violet
"Deoxys
Defense Forme",Agility,machine,0,scarlet-violet
"Deoxys
Defense Forme",Teleport,level-up,13,scarlet-violet
"Deoxys
Defense Forme",Night Shade,level-up,7,scarlet-violet
"Deoxys
Defense Forme",Night Shade,machine,0,scarlet-violet
"Deoxys
Defense Forme",Recover,level-up,61,scarlet-violet
"Deoxys
Defense Forme",Light Screen,machine,0,scarlet-violet
"Deoxys
Defense Forme",Reflect,machine,0,scarlet-violet
"Deoxys
Defense Forme",Swift,machine,0,scarlet-violet
"Deoxys
Defense Forme",Amnesia,level-up,55,scarlet-violet
"Deoxys
Defense Forme",Amnesia,machine,0,scarlet-violet
"Deoxys
Defense Forme",Rest,machine,0,scarlet-violet
"Deoxys
Defense Forme",Rock Slide,machine,0,scarlet-violet
"Deoxys
Defense Forme",Substitute,machine,0,scarlet-violet
"Deoxys
Defense Forme",Protect,level-up,37,scarlet-violet
"Deoxys
Defense Forme",Protect,machine,0,scarlet-violet
"Deoxys
Defense Forme",Scary Face,machine,0,scarlet-violet
"Deoxys
Defense Forme",Spikes,level-up,25,scarlet-violet
"Deoxys
Defense Forme",Spikes,machine,0,scarlet-violet
"Deoxys
Defense Forme",Icy Wind,machine,0,scarlet-violet
"Deoxys
Defense Forme",Endure,machine,0,scarlet-violet
"Deoxys
Defense Forme",Sleep Talk,machine,0,scarlet-violet
"Deoxys
Defense Forme",Pain Split,machine,0,scarlet-violet
"Deoxys
Defense Forme",Rain Dance,machine,0,scarlet-violet
"Deoxys
Defense Forme",Sunny Day,machine,0,scarlet-violet
"Deoxys
Defense Forme",Mirror Coat,level-up,73,scarlet-violet
"Deoxys
Defense Forme",Psych Up,machine,0,scarlet-violet
"Deoxys
Defense Forme",Shadow Ball,machine,0,scarlet-violet
"Deoxys
Defense Forme",Future Sight,machine,0,scarlet-violet
"Deoxys
Defense Forme",Facade,machine,0,scarlet-violet
"Deoxys
Defense Forme",Taunt,machine,0,scarlet-violet
"Deoxys
Defense Forme",Trick,machine,0,scarlet-violet
"Deoxys
Defense Forme",Brick Break,machine,0,scarlet-violet
"Deoxys
Defense Forme",Knock Off,level-up,19,scarlet-violet
"Deoxys
Defense Forme",Knock Off,machine,0,scarlet-violet
"Deoxys
Defense Forme",Skill Swap,level-up,43,scarlet-violet
"Deoxys
Defense Forme",Skill Swap,machine,0,scarlet-violet
"Deoxys
Defense Forme",Imprison,machine,0,scarlet-violet
"Deoxys
Defense Forme",Rock Tomb,machine,0,scarlet-violet
"Deoxys
Defense Forme",Aerial Ace,machine,0,scarlet-violet
"Deoxys
Defense Forme",Iron Defense,level-up,55,scarlet-violet
"Deoxys
Defense Forme",Iron Defense,machine,0,scarlet-violet
"Deoxys
Defense Forme",Calm Mind,machine,0,scarlet-violet
"Deoxys
Defense Forme",Water Pulse,machine,0,scarlet-violet
"Deoxys
Defense Forme",Psycho Boost,level-up,67,scarlet-violet
"Deoxys
Defense Forme",Gravity,machine,0,scarlet-violet
"Deoxys
Defense Forme",Fling,machine,0,scarlet-violet
"Deoxys
Defense Forme",Poison Jab,machine,0,scarlet-violet
"Deoxys
Defense Forme",Dark Pulse,machine,0,scarlet-violet
"Deoxys
Defense Forme",Drain Punch,machine,0,scarlet-violet
"Deoxys
Defense Forme",Focus Blast,machine,0,scarlet-violet
"Deoxys
Defense Forme",Energy Ball,machine,0,scarlet-violet
"Deoxys
Defense Forme",Giga Impact,machine,0,scarlet-violet
"Deoxys
Defense Forme",Zen Headbutt,level-up,49,scarlet-violet
"Deoxys
Defense Forme",Zen Headbutt,machine,0,scarlet-violet
"Deoxys
Defense Forme",Flash Cannon,machine,0,scarlet-violet
"Deoxys
Defense Forme",Trick Room,machine,0,scarlet-violet
"Deoxys
Defense Forme",Stealth Rock,machine,0,scarlet-violet
"Deoxys
Defense Forme",Grass Knot,machine,0,scarlet-violet
"Deoxys
Defense Forme",Charge Beam,machine,0,scarlet-violet
"Deoxys
Defense Forme",Psyshock,machine,0,scarlet-violet
"Deoxys
Defense Forme",Low Sweep,machine,0,scarlet-violet
"Deoxys
Defense Forme",Stored Power,machine,0,scarlet-violet
"Deoxys
Defense Forme",Throat Chop,machine,0,scarlet-violet
"Deoxys
Defense Forme",Psychic Terrain,machine,0,scarlet-violet
"Deoxys
Defense Forme",Stomping Tantrum,machine,0,scarlet-violet
"Deoxys
Defense Forme",Expanding Force,machine,0,scarlet-violet
"Deoxys
Defense Forme",Meteor Beam,machine,0,scarlet-violet
"Deoxys
Defense Forme",Tera Blast,machine,0,scarlet-violet
"Deoxys
Defense Forme",Psychic Noise,machine,0,scarlet-violet
"Deoxys
Speed Forme",Fire Punch,machine,0,scarlet-violet
"Deoxys
Speed Forme",Ice Punch,machine,0,scarlet-violet
"Deoxys
Speed Forme",Thunder Punch,machine,0,scarlet-violet
"Deoxys
Speed Forme",Wrap,level-up,1,scarlet-violet
"Deoxys
Speed Forme",Take Down,machine,0,scarlet-violet
"Deoxys
Speed Forme",Leer,level-up,1,scarlet-violet
"Deoxys
Speed Forme",Ice Beam,machine,0,scarlet-violet
"Deoxys
Speed Forme",Psybeam,machine,0,scarlet-violet
"Deoxys
Speed Forme",Hyper Beam,machine,0,scarlet-violet
"Deoxys
Speed Forme",Low Kick,machine,0,scarlet-violet
"Deoxys
Speed Forme",Solar Beam,machine,0,scarlet-violet
"Deoxys
Speed Forme",Thunderbolt,machine,0,scarlet-violet
"Deoxys
Speed Forme",Thunder Wave,machine,0,scarlet-violet
"Deoxys
Speed Forme",Thunder,machine,0,scarlet-violet
"Deoxys
Speed Forme",Psychic,level-up,31,scarlet-violet
"Deoxys
Speed Forme",Psychic,machine,0,scarlet-violet
"Deoxys
Speed Forme",Agility,level-up,55,scarlet-violet
"Deoxys
Speed Forme",Agility,machine,0,scarlet-violet
"Deoxys
Speed Forme",Night Shade,level-up,7,scarlet-violet
"Deoxys
Speed Forme",Night Shade,machine,0,scarlet-violet
"Deoxys
Speed Forme",Double Team,level-up,13,scarlet-violet
"Deoxys
Speed Forme",Recover,level-up,61,scarlet-violet
"Deoxys
Speed Forme",Light Screen,machine,0,scarlet-violet
"Deoxys
Speed Forme",Reflect,machine,0,scarlet-violet
"Deoxys
Speed Forme",Swift,level-up,37,scarlet-violet
"Deoxys
Speed Forme",Swift,machine,0,scarlet-violet
"Deoxys
Speed Forme",Amnesia,machine,0,scarlet-violet
"Deoxys
Speed Forme",Rest,machine,0,scarlet-violet
"Deoxys
Speed Forme",Rock Slide,machine,0,scarlet-violet
"Deoxys
Speed Forme",Substitute,machine,0,scarlet-violet
"Deoxys
Speed Forme",Protect,machine,0,scarlet-violet
"Deoxys
Speed Forme",Scary Face,machine,0,scarlet-violet
"Deoxys
Speed Forme",Icy Wind,machine,0,scarlet-violet
"Deoxys
Speed Forme",Endure,machine,0,scarlet-violet
"Deoxys
Speed Forme",Sleep Talk,machine,0,scarlet-violet
"Deoxys
Speed Forme",Pain Split,machine,0,scarlet-violet
"Deoxys
Speed Forme",Rain Dance,machine,0,scarlet-violet
"Deoxys
Speed Forme",Sunny Day,machine,0,scarlet-violet
"Deoxys
Speed Forme",Psych Up,machine,0,scarlet-violet
"Deoxys
Speed Forme",Extreme Speed,level-up,73,scarlet-violet
"Deoxys
Speed Forme",Shadow Ball,machine,0,scarlet-violet
"Deoxys
Speed Forme",Future Sight,machine,0,scarlet-violet
"Deoxys
Speed Forme",Facade,machine,0,scarlet-violet
"Deoxys
Speed Forme",Taunt,machine,0,scarlet-violet
"Deoxys
Speed Forme",Trick,machine,0,scarlet-violet
"Deoxys
Speed Forme",Brick Break,machine,0,scarlet-violet
"Deoxys
Speed Forme",Knock Off,level-up,19,scarlet-violet
"Deoxys
Speed Forme",Knock Off,machine,0,scarlet-violet
"Deoxys
Speed Forme",Skill Swap,level-up,43,scarlet-violet
"Deoxys
Speed Forme",Skill Swap,machine,0,scarlet-violet
"Deoxys
Speed Forme",Imprison,machine,0,scarlet-violet
"Deoxys
Speed Forme",Rock Tomb,machine,0,scarlet-violet
"Deoxys
Speed Forme",Aerial Ace,machine,0,scarlet-violet
"Deoxys
Speed Forme",Calm Mind,machine,0,scarlet-violet
"Deoxys
Speed Forme",Water Pulse,machine,0,scarlet-violet
"Deoxys
Speed Forme",Psycho Boost,level-up,67,scarlet-violet
"Deoxys
Speed Forme",Gravity,machine,0,scarlet-violet
"Deoxys
Speed Forme",Fling,machine,0,scarlet-violet
"Deoxys
Speed Forme",Poison Jab,machine,0,scarlet-violet
"Deoxys
Speed Forme",Dark Pulse,machine,0,scarlet-violet
"Deoxys
Speed Forme",Drain Punch,machine,0,scarlet-violet
"Deoxys
Speed Forme",Focus Blast,machine,0,scarlet-violet
"Deoxys
Speed Forme",Energy Ball,machine,0,scarlet-violet
"Deoxys
Speed Forme",Giga Impact,machine,0,scarlet-violet
"Deoxys
Speed Forme",Nasty Plot,machine,0,scarlet-violet
"Deoxys
Speed Forme",Zen Headbutt,level-up,49,scarlet-violet
"Deoxys
Speed Forme",Zen Headbutt,machine,0,scarlet-violet
"Deoxys
Speed Forme",Flash Cannon,machine,0,scarlet-violet
"Deoxys
Speed Forme",Trick Room,machine,0,scarlet-violet
"Deoxys
Speed Forme",Stealth Rock,machine,0,scarlet-violet
"Deoxys
Speed Forme",Grass Knot,machine,0,scarlet-violet
"Deoxys
Speed Forme",Charge Beam,machine,0,scarlet-violet
"Deoxys
Speed Forme",Psyshock,level-up,25,scarlet-violet
"Deoxys
Speed Forme",Psyshock,machine,0,scarlet-violet
"Deoxys
Speed Forme",Low Sweep,machine,0,scarlet-violet
"Deoxys
Speed Forme",Stored Power,machine,0,scarlet-violet
"Deoxys
Speed Forme",Throat Chop,machine,0,scarlet-violet
"Deoxys
Speed Forme",Psychic Terrain,machine,0,scarlet-violet
"Deoxys
Speed Forme",Stomping Tantrum,machine,0,scarlet-violet
"Deoxys
Speed Forme",Expanding Force,machine,0,scarlet-violet
"Deoxys
Speed Forme",Meteor Beam,machine,0,scarlet-violet
"Deoxys
Speed Forme",Tera Blast,machine,0,scarlet-violet
"Deoxys
Speed Forme",Psychic Noise,machine,0,scarlet-violet
Turtwig,Swords Dance,machine,0,scarlet-violet
Turtwig,Tackle,level-up,1,scarlet-violet
Turtwig,Body Slam,machine,0,scarlet-violet
Turtwig,Take Down,machine,0,scarlet-violet
Turtwig,Thrash,egg,0,scarlet-violet
Turtwig,Double Edge,egg,0,scarlet-violet
Turtwig,Double Edge,machine,0,scarlet-violet
Turtwig,Bite,level-up,21,scarlet-violet
Turtwig,Roar,machine,0,scarlet-violet
Turtwig,Absorb,level-up,9,scarlet-violet
Turtwig,Mega Drain,level-up,25,scarlet-violet
Turtwig,Leech Seed,level-up,29,scarlet-violet
Turtwig,Growth,egg,0,scarlet-violet
Turtwig,Razor Leaf,level-up,13,scarlet-violet
Turtwig,Solar Beam,machine,0,scarlet-violet
Turtwig,Withdraw,level-up,5,scarlet-violet
Turtwig,Light Screen,machine,0,scarlet-violet
Turtwig,Reflect,machine,0,scarlet-violet
Turtwig,Amnesia,machine,0,scarlet-violet
Turtwig,Rest,machine,0,scarlet-violet
Turtwig,Substitute,machine,0,scarlet-violet
Turtwig,Curse,level-up,17,scarlet-violet
Turtwig,Curse,machine,0,scarlet-violet
Turtwig,Protect,machine,0,scarlet-violet
Turtwig,Mud Slap,machine,0,scarlet-violet
Turtwig,Giga Drain,level-up,41,scarlet-violet
Turtwig,Giga Drain,machine,0,scarlet-violet
Turtwig,Endure,machine,0,scarlet-violet
Turtwig,Sleep Talk,machine,0,scarlet-violet
Turtwig,Synthesis,level-up,33,scarlet-violet
Turtwig,Sunny Day,machine,0,scarlet-violet
Turtwig,Crunch,level-up,37,scarlet-violet
Turtwig,Crunch,machine,0,scarlet-violet
Turtwig,Stockpile,egg,0,scarlet-violet
Turtwig,Spit Up,egg,0,scarlet-violet
Turtwig,Swallow,egg,0,scarlet-violet
Turtwig,Facade,machine,0,scarlet-violet
Turtwig,Superpower,egg,0,scarlet-violet
Turtwig,Tickle,egg,0,scarlet-violet
Turtwig,Sand Tomb,machine,0,scarlet-violet
Turtwig,Bullet Seed,machine,0,scarlet-violet
Turtwig,Mud Shot,machine,0,scarlet-violet
Turtwig,Magical Leaf,machine,0,scarlet-violet
Turtwig,Worry Seed,egg,0,scarlet-violet
Turtwig,Seed Bomb,machine,0,scarlet-violet
Turtwig,Energy Ball,machine,0,scarlet-violet
Turtwig,Earth Power,machine,0,scarlet-violet
Turtwig,Zen Headbutt,machine,0,scarlet-violet
Turtwig,Leaf Storm,level-up,45,scarlet-violet
Turtwig,Leaf Storm,machine,0,scarlet-violet
Turtwig,Iron Head,machine,0,scarlet-violet
Turtwig,Stealth Rock,machine,0,scarlet-violet
Turtwig,Grass Knot,machine,0,scarlet-violet
Turtwig,Wide Guard,egg,0,scarlet-violet
Turtwig,Smack Down,machine,0,scarlet-violet
Turtwig,Heavy Slam,machine,0,scarlet-violet
Turtwig,Shell Smash,egg,0,scarlet-violet
Turtwig,Grass Pledge,machine,0,scarlet-violet
Turtwig,Bulldoze,machine,0,scarlet-violet
Turtwig,Grassy Terrain,machine,0,scarlet-violet
Turtwig,Grassy Glide,machine,0,scarlet-violet
Turtwig,Tera Blast,machine,0,scarlet-violet
Turtwig,Trailblaze,machine,0,scarlet-violet
Grotle,Swords Dance,machine,0,scarlet-violet
Grotle,Tackle,level-up,1,scarlet-violet
Grotle,Body Slam,machine,0,scarlet-violet
Grotle,Take Down,machine,0,scarlet-violet
Grotle,Thrash,egg,0,scarlet-violet
Grotle,Double Edge,egg,0,scarlet-violet
Grotle,Double Edge,machine,0,scarlet-violet
Grotle,Bite,level-up,22,scarlet-violet
Grotle,Roar,machine,0,scarlet-violet
Grotle,Absorb,level-up,1,scarlet-violet
Grotle,Mega Drain,level-up,27,scarlet-violet
Grotle,Leech Seed,level-up,32,scarlet-violet
Grotle,Growth,egg,0,scarlet-violet
Grotle,Razor Leaf,level-up,13,scarlet-violet
Grotle,Solar Beam,machine,0,scarlet-violet
Grotle,Withdraw,level-up,1,scarlet-violet
Grotle,Light Screen,machine,0,scarlet-violet
Grotle,Reflect,machine,0,scarlet-violet
Grotle,Amnesia,machine,0,scarlet-violet
Grotle,Rest,machine,0,scarlet-violet
Grotle,Substitute,machine,0,scarlet-violet
Grotle,Curse,level-up,17,scarlet-violet
Grotle,Curse,machine,0,scarlet-violet
Grotle,Protect,machine,0,scarlet-violet
Grotle,Mud Slap,machine,0,scarlet-violet
Grotle,Giga Drain,level-up,47,scarlet-violet
Grotle,Giga Drain,machine,0,scarlet-violet
Grotle,Endure,machine,0,scarlet-violet
Grotle,Sleep Talk,machine,0,scarlet-violet
Grotle,Synthesis,level-up,37,scarlet-violet
Grotle,Sunny Day,machine,0,scarlet-violet
Grotle,Crunch,level-up,42,scarlet-violet
Grotle,Crunch,machine,0,scarlet-violet
Grotle,Stockpile,egg,0,scarlet-violet
Grotle,Spit Up,egg,0,scarlet-violet
Grotle,Swallow,egg,0,scarlet-violet
Grotle,Facade,machine,0,scarlet-violet
Grotle,Superpower,egg,0,scarlet-violet
Grotle,Tickle,egg,0,scarlet-violet
Grotle,Sand Tomb,machine,0,scarlet-violet
Grotle,Bullet Seed,machine,0,scarlet-violet
Grotle,Mud Shot,machine,0,scarlet-violet
Grotle,Magical Leaf,machine,0,scarlet-violet
Grotle,Worry Seed,egg,0,scarlet-violet
Grotle,Seed Bomb,machine,0,scarlet-violet
Grotle,Energy Ball,machine,0,scarlet-violet
Grotle,Earth Power,machine,0,scarlet-violet
Grotle,Zen Headbutt,machine,0,scarlet-violet
Grotle,Leaf Storm,level-up,52,scarlet-violet
Grotle,Leaf Storm,machine,0,scarlet-violet
Grotle,Iron Head,machine,0,scarlet-violet
Grotle,Stealth Rock,machine,0,scarlet-violet
Grotle,Grass Knot,machine,0,scarlet-violet
Grotle,Wide Guard,egg,0,scarlet-violet
Grotle,Smack Down,machine,0,scarlet-violet
Grotle,Heavy Slam,machine,0,scarlet-violet
Grotle,Shell Smash,egg,0,scarlet-violet
Grotle,Grass Pledge,machine,0,scarlet-violet
Grotle,Bulldoze,machine,0,scarlet-violet
Grotle,Grassy Terrain,machine,0,scarlet-violet
Grotle,Grassy Glide,machine,0,scarlet-violet
Grotle,Tera Blast,machine,0,scarlet-violet
Grotle,Trailblaze,machine,0,scarlet-violet
Torterra,Swords Dance,machine,0,scarlet-violet
Torterra,Tackle,level-up,1,scarlet-violet
Torterra,Body Slam,machine,0,scarlet-violet
Torterra,Take Down,machine,0,scarlet-violet
Torterra,Thrash,egg,0,scarlet-violet
Torterra,Double Edge,egg,0,scarlet-violet
Torterra,Double Edge,machine,0,scarlet-violet
Torterra,Bite,level-up,22,scarlet-violet
Torterra,Roar,machine,0,scarlet-violet
Torterra,Hyper Beam,machine,0,scarlet-violet
Torterra,Absorb,level-up,1,scarlet-violet
Torterra,Mega Drain,level-up,27,scarlet-violet
Torterra,Leech Seed,level-up,33,scarlet-violet
Torterra,Growth,egg,0,scarlet-violet
Torterra,Razor Leaf,level-up,1,scarlet-violet
Torterra,Solar Beam,machine,0,scarlet-violet
Torterra,Earthquake,level-up,0,scarlet-violet
Torterra,Earthquake,machine,0,scarlet-violet
Torterra,Withdraw,level-up,1,scarlet-violet
Torterra,Light Screen,machine,0,scarlet-violet
Torterra,Reflect,machine,0,scarlet-violet
Torterra,Amnesia,machine,0,scarlet-violet
Torterra,Rest,machine,0,scarlet-violet
Torterra,Rock Slide,machine,0,scarlet-violet
Torterra,Substitute,machine,0,scarlet-violet
Torterra,Curse,level-up,17,scarlet-violet
