pokemon,tier,usage_pct,raw_count,rank
Golem,RU,0.1006,89,238
Lapras,RU,0.098,175,239
Fraxure,RU,0.0964,42,240
Spidops,RU,0.0951,160,241
Raichu-Alola,RU,0.0947,77,242
Probopass,RU,0.0926,117,243
Golem-Alola,RU,0.0923,97,244
Dugtrio-Alola,RU,0.0888,196,245
Dusknoir,RU,0.0869,116,246
Electivire,RU,0.0862,110,247
Lurantis,RU,0.0833,126,248
Sneasel,RU,0.0804,69,249
Meganium,RU,0.0782,127,250
Gabite,RU,0.0777,50,251
Hitmonchan,RU,0.0759,237,252
Sawsbuck,RU,0.0728,95,253
Zorua-Hisui,RU,0.0727,29,254
Victreebel,RU,0.0716,54,255
Samurott,RU,0.069,60,256
Regice,RU,0.0689,97,257
Crabominable,RU,0.0687,87,258
Carbink,RU,0.0683,59,259
Rabsca,RU,0.0667,54,260
Delibird,RU,0.0619,55,261
Dipplin,RU,0.0611,207,262
Pikachu,RU,0.06,85,263
Granbull,RU,0.0598,81,264
Morpeko,RU,0.0579,95,265
Bellossom,RU,0.0577,88,266
Camerupt,RU,0.057,61,267
Slaking,RU,0.0556,85,268
Eiscue,RU,0.0528,105,269
Sneasel-Hisui,RU,0.0526,111,270
Oinkologne,RU,0.0509,59,271
Appletun,RU,0.0497,92,272
Sudowoodo,RU,0.0475,43,273
Dugtrio,RU,0.0468,36,274
Qwilfish-Hisui,RU,0.0465,87,275
Beartic,RU,0.0449,62,276
Tauros-Paldea-Combat,RU,0.0434,61,277
Ariados,RU,0.043,99,278
Wigglytuff,RU,0.0418,35,279
Qwilfish,RU,0.0404,37,280
Squawkabilly,RU,0.0388,68,281
Misdreavus,RU,0.0385,42,282
Banette,RU,0.0379,26,283
Passimian,RU,0.0375,34,284
Ampharos,RU,0.0373,75,285
Wyrdeer,RU,0.0373,55,286
Indeedee-F,RU,0.0363,92,287
Komala,RU,0.0346,34,288
Chimecho,RU,0.0341,50,289
Persian,RU,0.0333,42,290
Bruxish,RU,0.0318,33,291
Magmar,RU,0.0306,30,292
Basculin,RU,0.0268,16,293
Golduck,RU,0.0263,131,294
Noctowl,RU,0.0263,46,295
Perrserker,RU,0.0262,148,296
Mabosstiff,RU,0.0259,19,297
Dewgong,RU,0.025,235,298
Whiscash,RU,0.0236,37,299
Corphish,RU,0.0235,24,300
Electrode,RU,0.0232,22,301
Mesprit,RU,0.0222,16,302
Zebstrika,RU,0.0215,66,303
Rotom-Frost,RU,0.0208,37,304
Greedent,RU,0.0204,24,305
Magmortar,RU,0.0203,35,306
Hypno,RU,0.0201,125,307
Vespiquen,RU,0.0193,19,308
Gothitelle,RU,0.0192,13,309
Clefairy,RU,0.0187,22,310
Lycanroc-Midnight,RU,0.0186,30,311
Haunter,RU,0.0175,41,312
Illumise,RU,0.0173,42,313
Raichu,RU,0.0173,70,314
Pyroar,RU,0.016,36,315
Swanna,RU,0.0154,20,316
Stonjourner,RU,0.0153,7,317
Eevee,RU,0.0152,28,318
Naclstack,RU,0.015,10,319
Grumpig,RU,0.0149,16,320
Hippopotas,RU,0.0145,16,321
Vivillon,RU,0.0138,20,322
Swalot,RU,0.0137,24,323
Furret,RU,0.0134,30,324
Electabuzz,RU,0.0132,28,325
Nosepass,RU,0.0129,28,326
Murkrow,RU,0.0119,31,327
Kricketune,RU,0.0114,46,328
Oranguru,RU,0.011,18,329
Sinistea,RU,0.0109,10,330
Pineco,RU,0.0107,21,331
Vulpix,RU,0.0106,21,332
Dewott,RU,0.0105,9,333
Sunflora,RU,0.0104,17,334
Oinkologne-F,RU,0.0103,9,335
Jumpluff,RU,0.0101,74,336
Flygon,NU,21.4084,6926,1
Chandelure,NU,17.368,6099,2
Incineroar,NU,16.7778,5364,3
Tsareena,NU,14.8474,4381,4
Bronzong,NU,13.0752,4270,5
Bellibolt,NU,12.9003,3700,6
Swampert,NU,12.4152,4075,7
Vaporeon,NU,12.0732,3561,8
Infernape,NU,11.2369,3896,9
Munkidori,NU,11.1309,3121,10
Toxtricity,NU,10.3791,3332,11
Scyther,NU,10.2448,3277,12
Cinccino,NU,10.2048,3530,13
Breloom,NU,9.819,3528,14
Basculegion,NU,9.7699,3046,15
Copperajah,NU,9.7454,2821,16
Staraptor,NU,9.5948,3063,17
Duraludon,NU,9.372,3015,18
Altaria,NU,9.261,2972,19
Rhyperior,NU,9.2148,2973,20
Tornadus,NU,8.8269,2710,21
Klefki,NU,8.7785,2894,22
Scream Tail,NU,8.4615,2489,23
Scrafty,NU,8.4321,2873,24
Raikou,NU,8.1364,2579,25
Brambleghast,NU,8.1076,2569,26
Overqwil,NU,7.8736,2345,27
Espeon,NU,7.8696,2221,28
Tauros-Paldea-Aqua,NU,7.6155,2273,29
Gligar,NU,7.5307,2413,30
Barraskewda,NU,7.1848,2570,31
Flamigo,NU,7.0178,2131,32
Articuno-Galar,NU,6.772,2159,33
Tentacruel,NU,6.7604,2690,34
Meloetta,NU,6.4993,2026,35
Slowbro-Galar,NU,6.2919,2114,36
Araquanid,NU,6.2511,2535,37
Vileplume,NU,6.205,1866,38
Galvantula,NU,6.0976,2760,39
Dudunsparce,NU,5.8746,1597,40
Ribombee,NU,5.8469,1945,41
Decidueye,NU,5.7396,1838,42
Kilowattrel,NU,5.4665,2071,43
Sylveon,NU,5.4617,2093,44
Porygon2,NU,5.4393,1416,45
Avalugg,NU,5.276,1658,46
Braviary,NU,5.1924,1202,47
Wo-Chien,NU,4.9737,1622,48
Torterra,NU,4.6941,1460,49
Ninetales-Alola,NU,4.5866,1480,50
Goodra,NU,4.5117,1409,51
Hariyama,NU,4.2374,1165,52
Grafaiai,NU,4.1782,1238,53
Sandslash-Alola,NU,4.1662,1183,54
Houndstone,NU,3.9302,1156,55
Heracross,NU,3.5827,1389,56
Uxie,NU,3.3445,925,57
Hitmonlee,NU,3.1044,936,58
Hitmontop,NU,3.0268,834,59
Milotic,NU,2.9797,1107,60
Frosmoth,NU,2.9625,934,61
Rotom-Heat,NU,2.9247,833,62
Ambipom,NU,2.8202,1168,63
Cramorant,NU,2.7489,726,64
Inteleon,NU,2.6816,1102,65
Kingdra,NU,2.6682,782,66
Golurk,NU,2.6278,827,67
Hoopa,NU,2.5474,807,68
Grimmsnarl,NU,2.4926,692,69
Thwackey,NU,2.4554,630,70
Florges,NU,2.4325,736,71
Pawmot,NU,2.3184,656,72
Toxicroak,NU,2.2358,754,73
Dragalge,NU,2.1153,773,74
Typhlosion-Hisui,NU,2.1075,769,75
Zoroark,NU,1.9654,663,76
Brute Bonnet,NU,1.9471,641,77
Snorlax,NU,1.907,572,78
Drednaw,NU,1.7957,612,79
Bombirdier,NU,1.795,494,80
Indeedee,NU,1.7845,528,81
Avalugg-Hisui,NU,1.7189,497,82
Decidueye-Hisui,NU,1.713,491,83
Ditto,NU,1.6832,487,84
Tatsugiri,NU,1.6571,507,85
Braviary-Hisui,NU,1.4827,431,86
Mismagius,NU,1.4501,427,87
Arcanine,NU,1.4294,609,88
Froslass,NU,1.3478,515,89
Coalossal,NU,1.2895,444,90
Venusaur,NU,1.2616,461,91
Amoonguss,NU,1.2134,432,92
Emboar,NU,1.1938,321,93
Whimsicott,NU,1.1627,494,94
Tauros-Paldea-Blaze,NU,1.1574,330,95
Delphox,NU,1.1332,417,96
Salazzle,NU,1.1284,548,97
Mudsdale,NU,1.1032,527,98
Hattrem,NU,1.0331,242,99
Glastrier,NU,1.0265,289,100
Lycanroc,NU,0.9744,316,101
Electrode-Hisui,NU,0.9252,366,102
Vikavolt,NU,0.9064,309,103
Mesprit,NU,0.9017,257,104
Drifblim,NU,0.873,324,105
Veluza,NU,0.8672,318,106
Jolteon,NU,0.8646,413,107
Ursaring,NU,0.862,297,108
Scovillain,NU,0.8053,316,109
Lapras,NU,0.7946,242,110
Qwilfish,NU,0.7836,234,111
Sandaconda,NU,0.7719,323,112
Malamar,NU,0.7615,328,113
Minior,NU,0.7595,261,114
Cacturne,NU,0.7533,230,115
Abomasnow,NU,0.6621,283,116
Rhydon,NU,0.6606,292,117
Morpeko,NU,0.6555,204,118
Medicham,NU,0.6479,201,119
Orthworm,NU,0.5886,255,120
Sceptile,NU,0.572,271,121
Rotom-Mow,NU,0.5628,279,122
Masquerain,NU,0.5577,198,123
Magneton,NU,0.5497,239,124
Naclstack,NU,0.531,133,125
Charizard,NU,0.5202,329,126
Arboliva,NU,0.5181,246,127
Cryogonal,NU,0.5072,266,128
Palossand,NU,0.503,160,129
Farigiraf,NU,0.4571,156,130
Sandslash,NU,0.4552,179,131
Skuntank,NU,0.4547,170,132
Spidops,NU,0.4475,214,133
Clawitzer,NU,0.4374,170,134
Rampardos,NU,0.4347,182,135
Alcremie,NU,0.4326,172,136
Wyrdeer,NU,0.4204,118,137
Qwilfish-Hisui,NU,0.4189,181,138
Beartic,NU,0.4172,174,139
Electivire,NU,0.3986,151,140
Exeggutor-Alola,NU,0.3954,143,141
Bastiodon,NU,0.3932,155,142
Zangoose,NU,0.3918,154,143
Ludicolo,NU,0.3846,155,144
Sableye,NU,0.3837,159,145
Venomoth,NU,0.3705,150,146
Komala,NU,0.3662,140,147
Persian-Alola,NU,0.3607,126,148
Hitmonchan,NU,0.3554,143,149
Chimecho,NU,0.3479,109,150
Dipplin,NU,0.3388,90,151
Shiftry,NU,0.329,118,152
Toucannon,NU,0.3191,116,153
Honchkrow,NU,0.3177,131,154
Bruxish,NU,0.3165,108,155
Raichu-Alola,NU,0.3086,114,156
Eelektross,NU,0.2951,180,157
Eiscue,NU,0.2877,108,158
Dusknoir,NU,0.2875,144,159
Klawf,NU,0.2852,94,160
Piloswine,NU,0.2801,99,161
Pincurchin,NU,0.2779,114,162
Shaymin,NU,0.2761,101,163
Virizion,NU,0.269,103,164
Gurdurr,NU,0.2687,80,165
Poliwrath,NU,0.2651,96,166
Dodrio,NU,0.2591,140,167
Smeargle,NU,0.2578,91,168
Perrserker,NU,0.2573,100,169
Dusclops,NU,0.2498,131,170
Golem-Alola,NU,0.2491,117,171
Lanturn,NU,0.2448,103,172
Samurott,NU,0.2416,124,173
Dugtrio-Alola,NU,0.2413,99,174
Weezing,NU,0.237,151,175
Oinkologne,NU,0.2311,81,176
Glaceon,NU,0.2298,104,177
Leafeon,NU,0.2279,106,178
Dachsbun,NU,0.2275,90,179
Passimian,NU,0.2222,96,180
Swalot,NU,0.2101,61,181
Appletun,NU,0.2099,115,182
Oricorio,NU,0.2098,73,183
Carbink,NU,0.2076,78,184
Lurantis,NU,0.2055,82,185
Slaking,NU,0.2027,131,186
Sneasel-Hisui,NU,0.1976,94,187
Typhlosion,NU,0.1942,155,188
Arbok,NU,0.1934,79,189
Primeape,NU,0.1923,105,190
Spiritomb,NU,0.1922,91,191
Leavanny,NU,0.1915,86,192
Tauros,NU,0.1896,72,193
Trevenant,NU,0.1895,81,194
Dedenne,NU,0.1873,55,195
Tropius,NU,0.1869,75,196
Muk,NU,0.1862,83,197
Lilligant,NU,0.1803,132,198
Torkoal,NU,0.1802,159,199
Venonat,NU,0.1792,56,200
Flareon,NU,0.169,116,201
Volbeat,NU,0.167,101,202
Regice,NU,0.1663,86,203
Pikachu,NU,0.1663,69,204
Squawkabilly,NU,0.1574,55,205
Vivillon,NU,0.1555,64,206
Floatzel,NU,0.1504,78,207
Crocalor,NU,0.1502,93,208
Toedscruel,NU,0.1414,87,209
Falinks,NU,0.1409,49,210
Bellossom,NU,0.1337,42,211
Regirock,NU,0.1333,64,212
Magmortar,NU,0.1271,72,213
Magcargo,NU,0.1245,52,214
Articuno,NU,0.122,54,215
Sneasel,NU,0.1218,34,216
Greedent,NU,0.1217,38,217
Tauros-Paldea-Combat,NU,0.1183,178,218
Probopass,NU,0.1108,53,219
Rotom-Fan,NU,0.1101,38,220
Mabosstiff,NU,0.1061,72,221
Zebstrika,NU,0.1031,58,222
Pyroar,NU,0.1013,49,223
Flapple,NU,0.1,34,224
Dugtrio,NU,0.0995,55,225
Ariados,NU,0.0976,92,226
Cottonee,NU,0.0955,29,227
Lycanroc-Midnight,NU,0.093,46,228
Hippopotas,NU,0.0909,34,229
Luxray,NU,0.0904,67,230
Ampharos,NU,0.0873,48,231
Regigigas,NU,0.0836,36,232
Crabominable,NU,0.0834,52,233
Houndoom,NU,0.0806,80,234
Dunsparce,NU,0.0794,79,235
Sawsbuck,NU,0.076,45,236
Raichu,NU,0.0744,29,237
Golem,NU,0.0709,46,238
Swanna,NU,0.065,25,239
Haunter,NU,0.065,39,240
Rotom,NU,0.0596,32,241
Drakloak,NU,0.0595,15,242
Whiscash,NU,0.0594,30,243
Camerupt,NU,0.0575,31,244
Indeedee-F,NU,0.0562,42,245
Basculin,NU,0.0549,21,246
Wigglytuff,NU,0.0546,31,247
Meganium,NU,0.0543,49,248
Gogoat,NU,0.0542,47,249
Rabsca,NU,0.0532,34,250
Sudowoodo,NU,0.0522,27,251
Vespiquen,NU,0.0521,52,252
Banette,NU,0.0518,25,253
Oinkologne-F,NU,0.0509,31,254
Electrode,NU,0.0475,30,255
Magmar,NU,0.0463,31,256
Victreebel,NU,0.0462,33,257
Dewgong,NU,0.0459,17,258
Combusken,NU,0.044,23,259
Granbull,NU,0.0437,48,260
Jumpluff,NU,0.0432,27,261
Delibird,NU,0.0422,49,262
Wartortle,NU,0.0416,42,263
Nosepass,NU,0.0406,24,264
Grumpig,NU,0.04,28,265
Exeggutor,NU,0.0393,21,266
Misdreavus,NU,0.0384,59,267
Illumise,NU,0.0383,24,268
Persian,NU,0.0376,56,269
Sliggoo-Hisui,NU,0.0335,18,270
Ninetales,NU,0.0324,42,271
Golduck,NU,0.0281,49,272
Servine,NU,0.0278,12,273
Flaaffy,NU,0.0276,15,274
Oranguru,NU,0.0261,28,275
Flittle,NU,0.0238,6,276
Meowstic,NU,0.0236,16,277
Furret,NU,0.023,23,278
Vigoroth,NU,0.023,24,279
Rotom-Frost,NU,0.022,20,280
Ivysaur,NU,0.0217,20,281
Noctowl,NU,0.0203,24,282
Dragonair,NU,0.0194,12,283
Stonjourner,NU,0.0191,11,284
Frogadier,NU,0.0174,6,285
Glimmet,NU,0.016,15,286
Gumshoos,NU,0.0158,8,287
Seviper,NU,0.0157,7,288
Oricorio-Pa'u,NU,0.0155,9,289
Clefairy,NU,0.0148,6,290
Arctibax,NU,0.0143,3,291
Murkrow,NU,0.0142,10,292
Kricketune,NU,0.0137,11,293
Magikarp,NU,0.0131,24,294
Duosion,NU,0.0123,5,295
Mightyena,NU,0.0115,10,296
Bulbasaur,NU,0.0115,23,297
Hypno,NU,0.0107,50,298
Espeon,PU,23.6347,7882,1
Milotic,PU,18.6107,7355,2
Florges,PU,16.3456,5389,3
Sandslash-Alola,PU,15.341,4959,4
Pawmot,PU,14.6316,4565,5
Qwilfish-Hisui,PU,14.3662,4509,6
Ambipom,PU,13.9104,6264,7
Goodra,PU,13.6851,4819,8
Avalugg-Hisui,PU,13.2264,4109,9
Rotom-Heat,PU,12.8522,4270,10
Mudsdale,PU,12.8283,4342,11
Rhydon,PU,12.5411,3979,12
Bombirdier,PU,12.325,3692,13
Arcanine,PU,11.6974,4553,14
Bruxish,PU,10.9489,3445,15
Uxie,PU,10.2364,3636,16
Coalossal,PU,10.0399,3334,17
Amoonguss,PU,9.8121,3443,18
Palossand,PU,9.6194,2786,19
Tauros-Paldea-Blaze,PU,9.4038,3097,20
Hitmonlee,PU,9.3981,3449,21
Cramorant,PU,9.3645,3701,22
Decidueye-Hisui,PU,9.359,3648,23
Tatsugiri,PU,9.2115,3334,24
Salazzle,PU,8.988,3354,25
Grimmsnarl,PU,8.7949,3380,26
Hariyama,PU,8.5019,2917,27
Hoopa,PU,8.4099,2719,28
Typhlosion-Hisui,PU,8.1371,3242,29
Dudunsparce,PU,7.8946,2382,30
Golurk,PU,7.8645,3223,31
Braviary-Hisui,PU,7.2733,2584,32
Qwilfish,PU,7.2659,2262,33
Ninetales-Alola,PU,6.4673,3113,34
Delphox,PU,5.9248,2102,35
Zoroark,PU,5.766,2915,36
Porygon2,PU,5.4835,1915,37
Grafaiai,PU,5.4779,1756,38
Mismagius,PU,5.4425,1919,39
Snorlax,PU,5.2422,1535,40
Toxicroak,PU,4.5232,1326,41
Oricorio,PU,4.4887,1098,42
Brute Bonnet,PU,4.4205,1803,43
Jolteon,PU,4.2657,1612,44
Venusaur,PU,4.01,1443,45
Skuntank,PU,3.9709,1317,46
Electrode-Hisui,PU,3.9185,1744,47
Hitmontop,PU,3.9123,1555,48
Kingdra,PU,3.5373,1617,49
Floatzel,PU,3.2095,1128,50
Thwackey,PU,3.0213,901,51
Orthworm,PU,2.7174,1005,52
Sceptile,PU,2.579,904,53
Regirock,PU,2.53,925,54
Vikavolt,PU,2.5105,1055,55
Whimsicott,PU,2.4449,855,56
Braviary,PU,2.3199,898,57
Venomoth,PU,2.3174,860,58
Magneton,PU,2.2697,793,59
Rotom-Mow,PU,2.2444,715,60
Articuno,PU,2.1923,669,61
Komala,PU,2.1889,675,62
Indeedee-F,PU,2.0643,651,63
Alcremie,PU,2.0498,851,64
Passimian,PU,2.042,587,65
Drifblim,PU,2.0093,808,66
Spidops,PU,1.8934,720,67
Leavanny,PU,1.8611,1195,68
Shaymin,PU,1.8495,529,69
Glastrier,PU,1.83,743,70
Smeargle,PU,1.8272,526,71
Malamar,PU,1.7935,768,72
Perrserker,PU,1.7657,594,73
Lurantis,PU,1.7465,566,74
Farigiraf,PU,1.7452,921,75
Sableye,PU,1.7194,615,76
Cryogonal,PU,1.6754,654,77
Volbeat,PU,1.6263,503,78
Sandslash,PU,1.5738,598,79
Lanturn,PU,1.5729,584,80
Lycanroc,PU,1.5662,516,81
Weezing,PU,1.5292,518,82
Trevenant,PU,1.4775,470,83
Persian-Alola,PU,1.4507,494,84
Emboar,PU,1.442,601,85
Arboliva,PU,1.3818,625,86
Cacturne,PU,1.374,527,87
Minior,PU,1.3635,652,88
Lapras,PU,1.3601,474,89
Muk,PU,1.3462,481,90
Charizard,PU,1.3206,690,91
Rampardos,PU,1.3079,667,92
Carbink,PU,1.2948,481,93
Virizion,PU,1.2896,404,94
Veluza,PU,1.2592,478,95
Toedscruel,PU,1.2475,413,96
Sandaconda,PU,1.2342,712,97
Tauros,PU,1.2081,567,98
Morpeko,PU,1.0773,449,99
Scovillain,PU,1.0652,308,100
Sneasel,PU,1.0324,367,101
Sneasel-Hisui,PU,1.0174,318,102
Appletun,PU,0.9987,386,103
Froslass,PU,0.9894,438,104
Pincurchin,PU,0.9766,353,105
Ludicolo,PU,0.9591,283,106
Shiftry,PU,0.9581,394,107
Dugtrio-Alola,PU,0.9332,346,108
Honchkrow,PU,0.8797,411,109
Raichu-Alola,PU,0.8772,349,110
Poliwrath,PU,0.876,362,111
Masquerain,PU,0.8692,369,112
Dachsbun,PU,0.848,499,113
Eelektross,PU,0.8473,537,114
Spiritomb,PU,0.8102,364,115
Rotom,PU,0.8091,203,116
Hitmonchan,PU,0.8083,617,117
Mabosstiff,PU,0.7992,246,118
Oricorio-Pa'u,PU,0.7984,302,119
Dusclops,PU,0.7974,355,120
Medicham,PU,0.7872,321,121
Bellossom,PU,0.7682,338,122
Quilladin,PU,0.7648,219,123
Mesprit,PU,0.7412,316,124
Klawf,PU,0.6932,340,125
Primeape,PU,0.6858,587,126
Rotom-Frost,PU,0.6759,252,127
Bastiodon,PU,0.6709,278,128
Clawitzer,PU,0.6686,411,129
Hattrem,PU,0.655,223,130
Sawsbuck,PU,0.6419,277,131
Ursaring,PU,0.6136,331,132
Exeggutor-Alola,PU,0.5946,250,133
Ditto,PU,0.5941,327,134
Zangoose,PU,0.5806,808,135
Ampharos,PU,0.5654,267,136
Exeggutor,PU,0.5566,314,137
Gurdurr,PU,0.5561,194,138
Combusken,PU,0.5513,142,139
Lilligant,PU,0.546,241,140
Electivire,PU,0.5098,308,141
Dipplin,PU,0.5018,159,142
Swalot,PU,0.486,215,143
Naclstack,PU,0.4669,199,144
Samurott,PU,0.4598,218,145
Quaxwell,PU,0.4584,153,146
Beartic,PU,0.4555,287,147
Probopass,PU,0.4548,300,148
Basculin,PU,0.4495,259,149
Golem,PU,0.4329,326,150
Magmortar,PU,0.4107,290,151
Abomasnow,PU,0.3985,201,152
Slaking,PU,0.3869,179,153
Gabite,PU,0.3805,141,154
Falinks,PU,0.3756,163,155
Arbok,PU,0.3716,249,156
Golem-Alola,PU,0.3694,207,157
Torkoal,PU,0.3655,232,158
Glaceon,PU,0.3562,234,159
Haunter,PU,0.3534,200,160
Dragonair,PU,0.3501,141,161
Camerupt,PU,0.3381,147,162
Crocalor,PU,0.3328,89,163
Victreebel,PU,0.3314,198,164
Wigglytuff,PU,0.3235,182,165
Dodrio,PU,0.3157,396,166
Chimecho,PU,0.3058,200,167
Lycanroc-Midnight,PU,0.3013,259,168
Leafeon,PU,0.2977,163,169
Duosion,PU,0.2974,133,170
Fraxure,PU,0.2942,116,171
Regice,PU,0.2859,195,172
Granbull,PU,0.2844,188,173
Whiscash,PU,0.2776,123,174
Typhlosion,PU,0.2739,195,175
Magcargo,PU,0.2708,157,176
Dusknoir,PU,0.2652,243,177
Eiscue,PU,0.2553,155,178
Crabominable,PU,0.2468,175,179
Dugtrio,PU,0.2366,117,180
Pikachu,PU,0.2355,156,181
Flapple,PU,0.2342,137,182
Ariados,PU,0.2304,203,183
Wugtrio,PU,0.2216,153,184
Regigigas,PU,0.2214,143,185
Piloswine,PU,0.2159,117,186
Swanna,PU,0.2143,220,187
Toucannon,PU,0.2118,151,188
Houndoom,PU,0.2093,196,189
Grumpig,PU,0.2077,88,190
Dewgong,PU,0.2063,140,191
Tropius,PU,0.2058,93,192
Tauros-Paldea-Combat,PU,0.2035,102,193
Noctowl,PU,0.1991,136,194
Wyrdeer,PU,0.1949,115,195
Luxray,PU,0.1935,249,196
Delibird,PU,0.1904,93,197
Raichu,PU,0.1893,160,198
Dunsparce,PU,0.1863,107,199
Ninetales,PU,0.1839,129,200
Rabsca,PU,0.1794,240,201
Meowstic,PU,0.1506,73,202
Illumise,PU,0.1495,68,203
Vespiquen,PU,0.1464,236,204
Kricketune,PU,0.1457,100,205
Flareon,PU,0.1443,213,206
Vullaby,PU,0.1382,45,207
Misdreavus,PU,0.1366,75,208
Squawkabilly,PU,0.1268,121,209
Furret,PU,0.1212,133,210
Greedent,PU,0.1194,80,211
Vivillon,PU,0.1148,76,212
Pyroar,PU,0.1111,98,213
Golduck,PU,0.1072,72,214
Gogoat,PU,0.1029,112,215
Gloom,PU,0.102,45,216
Glimmet,PU,0.1006,91,217
Tinkatuff,PU,0.1005,65,218
Banette,PU,0.0978,110,219
Charjabug,PU,0.0942,52,220
Sudowoodo,PU,0.0934,102,221
Sliggoo-Hisui,PU,0.0923,51,222
Zebstrika,PU,0.0891,121,223
Hypno,PU,0.0859,121,224
Clefairy,PU,0.0847,72,225
Meganium,PU,0.0799,51,226
Fletchinder,PU,0.0786,28,227
Mightyena,PU,0.0786,50,228
Electrode,PU,0.0745,56,229
Magmar,PU,0.0744,59,230
Jumpluff,PU,0.0738,69,231
Dedenne,PU,0.0683,49,232
Plusle,PU,0.0682,58,233
Seviper,PU,0.0672,57,234
Seadra,PU,0.0595,27,235
Persian,PU,0.0568,57,236
Wartortle,PU,0.0557,31,237
Stonjourner,PU,0.0517,40,238
Hippopotas,PU,0.051,33,239
Electabuzz,PU,0.0474,30,240
Rotom-Fan,PU,0.0457,36,241
Hakamo-o,PU,0.0424,24,242
Luvdisc,PU,0.0418,26,243
Monferno,PU,0.0395,9,244
Drakloak,PU,0.0364,20,245
Pupitar,PU,0.0361,11,246
Raboot,PU,0.0352,35,247
Marshtomp,PU,0.0349,24,248
Murkrow,PU,0.0335,56,249
Girafarig,PU,0.0311,58,250
Gothitelle,PU,0.031,52,251
Zweilous,PU,0.031,9,252
Numel,PU,0.0287,11,253
Phione,PU,0.0277,42,254
Dewpider,PU,0.0264,9,255
Sunflora,PU,0.0246,9,256
Larvesta,PU,0.0229,9,257
Stantler,PU,0.0209,13,258
Gumshoos,PU,0.0208,28,259
Lumineon,PU,0.0206,44,260
Cosmoem,PU,0.0205,9,261
Bronzor,PU,0.0193,11,262
Croconaw,PU,0.015,7,263
Munchlax,PU,0.0149,9,264
Cutiefly,PU,0.0148,13,265
Scraggy,PU,0.0143,6,266
Krokorok,PU,0.0137,10,267
Calyrex,PU,0.0137,5,268
Arctibax,PU,0.0133,9,269
Morgrem,PU,0.0128,8,270
Yanma,PU,0.0126,12,271
Toedscool,PU,0.0122,10,272
Frogadier,PU,0.0118,5,273
Mienfoo,PU,0.0117,7,274
Nosepass,PU,0.0114,27,275
Braixen,PU,0.0111,27,276
Pachirisu,PU,0.011,24,277
Lampent,PU,0.0108,7,278
Starly,PU,0.0106,26,279
Servine,PU,0.0106,14,280
Fennekin,PU,0.0102,17,281
Metang,PU,0.0102,12,282
Mienfoo,LC,61.326,11387,1
Vullaby,LC,53.2553,9406,2
Foongus,LC,31.4146,5871,3
Mudbray,LC,29.8576,5396,4
Glimmet,LC,26.5597,5401,5
Elekid,LC,19.4993,3846,6
Sandshrew-Alola,LC,15.5549,2638,7
Grookey,LC,15.2067,2816,8
Mareanie,LC,14.9752,2633,9
Toedscool,LC,14.9049,2483,10
Chinchou,LC,14.649,2766,11
Growlithe-Hisui,LC,13.4849,2516,12
Tinkatink,LC,13.2839,2304,13
Shellder,LC,13.0942,2539,14
Diglett-Alola,LC,12.0295,2207,15
Trapinch,LC,10.7529,2212,16
Drifloon,LC,10.2202,2159,17
Stunky,LC,10.0368,1652,18
Zorua-Hisui,LC,8.3201,1907,19
Timburr,LC,8.0576,1826,20
Pawniard,LC,6.8066,1581,21
Gothita,LC,6.4198,1159,22
Shellos,LC,5.4005,907,23
Shroodle,LC,5.0832,939,24
Corphish,LC,4.9846,1281,25
Snover,LC,4.9155,870,26
Impidimp,LC,4.6493,1166,27
Wingull,LC,4.3688,829,28
Larvesta,LC,4.2862,918,29
Koffing,LC,4.0219,823,30
Doduo,LC,4.0051,859,31
Munchlax,LC,3.7457,1160,32
Greavard,LC,3.5063,594,33
Axew,LC,3.4442,881,34
Salandit,LC,3.4311,876,35
Drilbur,LC,3.3568,804,36
Litten,LC,3.2785,813,37
Ekans,LC,3.154,516,38
Meowth,LC,3.0289,834,39
Cranidos,LC,2.9928,1021,40
Crabrawler,LC,2.9897,692,41
Minccino,LC,2.9556,786,42
Espurr,LC,2.9101,513,43
Magnemite,LC,2.686,1129,44
Croagunk,LC,2.6624,518,45
Tentacool,LC,2.6608,684,46
Voltorb,LC,2.4875,629,47
Slowpoke,LC,2.3977,527,48
Buizel,LC,2.3378,676,49
Wattrel,LC,2.3271,551,50
Bramblin,LC,2.2913,540,51
Chespin,LC,2.1904,474,52
Numel,LC,2.0222,565,53
Squirtle,LC,2.0181,485,54
Nymble,LC,2.0046,457,55
Solosis,LC,1.9959,508,56
Quaxly,LC,1.9781,417,57
Gimmighoul-Roaming,LC,1.9272,333,58
Turtwig,LC,1.9056,367,59
Grimer-Alola,LC,1.8566,486,60
Silicobra,LC,1.8289,372,61
Fomantis,LC,1.7999,353,62
Froakie,LC,1.6125,396,63
Cottonee,LC,1.5221,980,64
Snubbull,LC,1.4207,382,65
Houndour,LC,1.4079,513,66
Cyndaquil,LC,1.347,357,67
Cetoddle,LC,1.3216,425,68
Poliwag,LC,1.2739,222,69
Fletchling,LC,1.2693,327,70
Hippopotas,LC,1.259,362,71
Psyduck,LC,1.2345,228,72
Azurill,LC,1.1716,379,73
Eevee,LC,1.1627,376,74
Flabebe,LC,1.1378,197,75
Dewpider,LC,1.0912,396,76
Bronzor,LC,1.0762,424,77
Bagon,LC,1.0738,296,78
Riolu,LC,1.06,387,79
Bulbasaur,LC,1.0545,423,80
